Trial,Machine,Year,Plot,Sample,Rep,TW,TW kg/hL,,,,,,
H7,Vol,2020,301,2,2,56.6,72.8,,,,,,
H7,Vol,2020,301,3,3,57.7,74.3,,,,,,
H7,Vol,2020,302,1,1,55.4,71.3,,,,,,
H7,Vol,2020,302,2,2,55.3,71.2,,,,,,
H7,Vol,2020,302,3,3,55.9,71.9,,,,,,
H7,Vol,2020,303,1,1,56.7,73.0,,,,,,
H7,Vol,2020,303,2,2,56.6,72.8,,,,,,
H7,Vol,2020,303,3,3,56.9,73.2,,,,,,
H7,Vol,2020,304,1,1,56.6,72.8,,,,,,
H7,Vol,2020,304,2,2,56.8,73.1,,,,,,
H7,Vol,2020,304,3,3,56.7,73.0,,,,,,
H7,Vol,2020,305,1,1,55.4,71.3,,,,,,
H7,Vol,2020,305,2,2,55.4,71.3,,,,,,
H7,Vol,2020,305,3,3,55.9,71.9,,,,,,
H7,Vol,2020,306,1,1,57.2,73.6,,,,,,
H7,Vol,2020,306,2,2,57.7,74.3,,,,,,
H7,Vol,2020,306,3,3,57.9,74.5,,,,,,
H7,Vol,2020,307,1,1,55.5,71.4,,,,,,
H7,Vol,2020,307,2,2,55.7,71.7,,,,,,
H7,Vol,2020,307,3,3,56.0,72.1,,,,,,
H7,Vol,2020,308,1,1,56.2,72.3,,,,,,
H7,Vol,2020,308,2,2,56.2,72.3,,,,,,
H7,Vol,2020,308,3,3,56.6,72.8,,,,,,
H7,Vol,2020,309,1,1,58.0,74.6,,,,,,
H7,Vol,2020,309,2,2,58.0,74.6,,,,,,
H7,Vol,2020,309,3,3,57.1,73.5,,,,,,
H7,Vol,2020,310,1,1,54.9,70.7,,,,,,
H7,Vol,2020,310,2,2,54.8,70.5,,,,,,
H7,Vol,2020,310,3,3,55.1,70.9,,,,,,
H7,Vol,2020,311,1,1,57.0,73.4,,,,,,
H7,Vol,2020,311,2,2,56.8,73.1,,,,,,
H7,Vol,2020,311,3,3,56.3,72.5,,,,,,
H7,Vol,2020,312,1,1,57.6,74.1,,,,,,
H7,Vol,2020,312,2,2,57.8,74.4,,,,,,
H7,Vol,2020,312,3,3,56.9,73.2,,,,,,
H7,Vol,2020,313,1,1,58.2,74.9,,,,,,
H7,Vol,2020,313,2,2,58.2,74.9,,,,,,
H7,Vol,2020,313,3,3,58.0,74.6,,,,,,
H7,Vol,2020,314,1,1,57.7,74.3,,,,,,
H7,Vol,2020,314,2,2,57.1,73.5,,,,,,
H7,Vol,2020,314,3,3,57.3,73.7,,,,,,
H7,Vol,2020,315,1,1,57.9,74.5,,,,,,
H7,Vol,2020,315,2,2,58.4,75.2,,,,,,
H7,Vol,2020,315,3,3,57.4,73.9,,,,,,
H7,Vol,2020,316,1,1,59.0,75.9,,,,,,
H7,Vol,2020,316,2,2,58.1,74.8,,,,,,
H7,Vol,2020,316,3,3,58.1,74.8,,,,,,
H7,Vol,2020,317,1,1,56.9,73.2,,,,,,
H7,Vol,2020,317,2,2,56.7,73.0,,,,,,
H7,Vol,2020,317,3,3,56.4,72.6,,,,,,
H7,Vol,2020,318,1,1,59.3,76.3,,,,,,
H7,Vol,2020,318,2,2,60.1,77.3,,,,,,
H7,Vol,2020,318,3,3,58.5,75.3,,,,,,
H7,Vol,2020,319,1,1,58.8,75.7,,,,,,
H7,Vol,2020,319,2,2,58.7,75.5,,,,,,
H7,Vol,2020,319,3,3,57.7,74.3,,,,,,
H7,Vol,2020,320,1,1,57.9,74.5,,,,,,
H7,Vol,2020,320,2,2,57.7,74.3,,,,,,
H7,Vol,2020,320,3,3,58.0,74.6,,,,,,
H7,Vol,2020,321,1,1,57.4,73.9,,,,,,
H7,Vol,2020,321,2,2,57.7,74.3,,,,,,
H7,Vol,2020,321,3,3,58.0,74.6,,,,,,
H7,Vol,2020,322,1,1,56.8,73.1,,,,,,
H7,Vol,2020,322,2,2,57.0,73.4,,,,,,
H7,Vol,2020,322,3,3,57.0,73.4,,,,,,
H7,Vol,2020,323,1,1,54.5,70.1,,,,,,
H7,Vol,2020,323,2,2,54.8,70.5,,,,,,
H7,Vol,2020,323,3,3,54.5,70.1,,,,,,
H7,Vol,2020,324,1,1,57.6,74.1,,,,,,
H7,Vol,2020,324,2,2,57.5,74.0,,,,,,
H7,Vol,2020,324,3,3,57.6,74.1,,,,,,
H7,Vol,2020,325,1,1,57.9,74.5,,,,,,
H7,Vol,2020,325,2,2,58.0,74.6,,,,,,
H7,Vol,2020,325,3,3,57.9,74.5,,,,,,
H7,Vol,2020,326,1,1,52.6,67.7,,,,,,
H7,Vol,2020,326,2,2,51.2,65.9,,,,,,
H7,Vol,2020,326,3,3,52.6,67.7,,,,,,
P6,Vol,2020,101,1,1,54.0,69.5,,,,,,
P6,Vol,2020,101,2,2,54.0,69.5,,,,,,
P6,Vol,2020,101,3,3,54.0,69.5,,,,,,
P6,Vol,2020,102,1,1,54.2,69.8,,,,,,
P6,Vol,2020,102,2,2,53.9,69.4,,,,,,
P6,Vol,2020,102,3,3,53.9,69.4,,,,,,
P6,Vol,2020,103,1,1,55.6,71.6,,,,,,
P6,Vol,2020,103,2,2,55.9,71.9,,,,,,
P6,Vol,2020,103,3,3,55.7,71.7,,,,,,
P6,Vol,2020,104,1,1,56.6,72.8,,,,,,
P6,Vol,2020,104,2,2,56.8,73.1,,,,,,
P6,Vol,2020,104,3,3,57.0,73.4,,,,,,
P6,Vol,2020,105,1,1,55.9,71.9,,,,,,
P6,Vol,2020,105,2,2,55.9,71.9,,,,,,
P6,Vol,2020,105,3,3,55.9,71.9,,,,,,
P6,Vol,2020,106,1,1,.,.,,,,,,
P6,Vol,2020,106,2,2,.,.,,,,,,
P6,Vol,2020,106,3,3,.,.,,,,,,
P6,Vol,2020,107,1,1,57.0,73.4,,,,,,
P6,Vol,2020,107,2,2,57.6,74.1,,,,,,
P6,Vol,2020,107,3,3,57.3,73.7,,,,,,
P6,Vol,2020,108,1,1,57.7,74.3,,,,,,
P6,Vol,2020,108,2,2,58.4,75.2,,,,,,
P6,Vol,2020,108,3,3,58.2,74.9,,,,,,
P6,Vol,2020,109,1,1,58.8,75.7,,,,,,
P6,Vol,2020,109,2,2,58.0,74.6,,,,,,
P6,Vol,2020,109,3,3,58.4,75.2,,,,,,
P6,Vol,2020,110,1,1,58.0,74.6,,,,,,
P6,Vol,2020,110,2,2,57.6,74.1,,,,,,
P6,Vol,2020,110,3,3,57.6,74.1,,,,,,
P6,Vol,2020,111,1,1,57.7,74.3,,,,,,
P6,Vol,2020,111,2,2,58.0,74.6,,,,,,
P6,Vol,2020,111,3,3,57.7,74.3,,,,,,
P6,Vol,2020,112,1,1,58.5,75.3,,,,,,
P6,Vol,2020,112,2,2,57.7,74.3,,,,,,
P6,Vol,2020,112,3,3,57.4,73.9,,,,,,
P6,Vol,2020,113,1,1,58.4,75.2,,,,,,
P6,Vol,2020,113,2,2,57.9,74.5,,,,,,
P6,Vol,2020,113,3,3,58.0,74.6,,,,,,
P6,Vol,2020,114,1,1,56.2,72.3,,,,,,
P6,Vol,2020,114,2,2,56.6,72.8,,,,,,
P6,Vol,2020,114,3,3,57.3,73.7,,,,,,
P6,Vol,2020,115,1,1,57.0,73.4,,,,,,
P6,Vol,2020,115,2,2,56.6,72.8,,,,,,
P6,Vol,2020,115,3,3,56.3,72.5,,,,,,
P6,Vol,2020,116,1,1,56.5,72.7,,,,,,
P6,Vol,2020,116,2,2,56.3,72.5,,,,,,
P6,Vol,2020,116,3,3,56.0,72.1,,,,,,
P6,Vol,2020,117,1,1,56.2,72.3,,,,,,
P6,Vol,2020,117,2,2,56.6,72.8,,,,,,
P6,Vol,2020,117,3,3,56.3,72.5,,,,,,
P6,Vol,2020,118,1,1,58.4,75.2,,,,,,
P6,Vol,2020,118,2,2,58.7,75.5,,,,,,
P6,Vol,2020,118,3,3,58.4,75.2,,,,,,
P6,Vol,2020,119,1,1,59.6,76.7,,,,,,
P6,Vol,2020,119,2,2,59.1,76.1,,,,,,
P6,Vol,2020,119,3,3,59.6,76.7,,,,,,
P6,Vol,2020,120,1,1,57.6,74.1,,,,,,
P6,Vol,2020,120,2,2,58.4,75.2,,,,,,
P6,Vol,2020,120,3,3,58.8,75.7,,,,,,
P6,Vol,2020,201,1,1,58.2,74.9,,,,,,
P6,Vol,2020,201,2,2,58.5,75.3,,,,,,
P6,Vol,2020,201,3,3,59.1,76.1,,,,,,
P6,Vol,2020,202,1,1,56.0,72.1,,,,,,
P6,Vol,2020,202,2,2,55.9,71.9,,,,,,
P6,Vol,2020,202,3,3,56.2,72.3,,,,,,
P6,Vol,2020,203,1,1,57.0,73.4,,,,,,
P6,Vol,2020,203,2,2,56.3,72.5,,,,,,
P6,Vol,2020,203,3,3,56.3,72.5,,,,,,
P6,Vol,2020,204,1,1,56.0,72.1,,,,,,
P6,Vol,2020,204,2,2,56.5,72.7,,,,,,
P6,Vol,2020,204,3,3,56.3,72.5,,,,,,
P6,Vol,2020,205,1,1,57.1,73.5,,,,,,
P6,Vol,2020,205,2,2,57.0,73.4,,,,,,
P6,Vol,2020,205,3,3,58.2,74.9,,,,,,
P6,Vol,2020,207,1,1,57.5,74.0,,,,,,
P6,Vol,2020,207,2,2,57.6,74.1,,,,,,
P6,Vol,2020,207,3,3,57.7,74.3,,,,,,
P6,Vol,2020,208,1,1,58.7,75.5,,,,,,
P6,Vol,2020,208,2,2,58.2,74.9,,,,,,
P6,Vol,2020,208,3,3,59.0,75.9,,,,,,
P6,Vol,2020,209,1,1,57.4,73.9,,,,,,
P6,Vol,2020,209,2,2,57.7,74.3,,,,,,
P6,Vol,2020,209,3,3,57.4,73.9,,,,,,
P6,Vol,2020,210,1,1,55.1,70.9,,,,,,
P6,Vol,2020,210,2,2,55.6,71.6,,,,,,
P6,Vol,2020,210,3,3,55.4,71.3,,,,,,
P6,Vol,2020,211,1,1,56.8,73.1,,,,,,
P6,Vol,2020,211,2,2,57.0,73.4,,,,,,
P6,Vol,2020,211,3,3,56.8,73.1,,,,,,
P6,Vol,2020,212,1,1,57.9,74.5,,,,,,
P6,Vol,2020,212,2,2,59.4,76.4,,,,,,
P6,Vol,2020,212,3,3,58.4,75.2,,,,,,
P6,Vol,2020,213,1,1,57.4,73.9,,,,,,
P6,Vol,2020,213,2,2,57.6,74.1,,,,,,
P6,Vol,2020,213,3,3,57.6,74.1,,,,,,
P6,Vol,2020,214,1,1,56.8,73.1,,,,,,
P6,Vol,2020,214,2,2,57.0,73.4,,,,,,
P6,Vol,2020,214,3,3,57.1,73.5,,,,,,
P6,Vol,2020,215,1,1,58.7,75.5,,,,,,
P6,Vol,2020,215,2,2,58.4,75.2,,,,,,
P6,Vol,2020,215,3,3,58.0,74.6,,,,,,
P6,Vol,2020,216,1,1,55.9,71.9,,,,,,
P6,Vol,2020,216,2,2,57.0,73.4,,,,,,
P6,Vol,2020,216,3,3,56.2,72.3,,,,,,
P6,Vol,2020,217,1,1,58.2,74.9,,,,,,
P6,Vol,2020,217,2,2,58.8,75.7,,,,,,
P6,Vol,2020,217,3,3,58.8,75.7,,,,,,
P6,Vol,2020,218,1,1,58.0,74.6,,,,,,
P6,Vol,2020,218,2,2,58.2,74.9,,,,,,
P6,Vol,2020,218,3,3,58.8,75.7,,,,,,
P6,Vol,2020,219,1,1,58.7,75.5,,,,,,
P6,Vol,2020,219,2,2,58.4,75.2,,,,,,
P6,Vol,2020,219,3,3,58.4,75.2,,,,,,
P6,Vol,2020,220,1,1,58.1,74.8,,,,,,
P6,Vol,2020,220,2,2,57.6,74.1,,,,,,
P6,Vol,2020,220,3,3,58.0,74.6,,,,,,
P6,Vol,2020,221,1,1,58.7,75.5,,,,,,
P6,Vol,2020,221,2,2,58.5,75.3,,,,,,
P6,Vol,2020,221,3,3,58.7,75.5,,,,,,
P6,Vol,2020,222,1,1,56.4,72.6,,,,,,
P6,Vol,2020,222,2,2,56.7,73.0,,,,,,
P6,Vol,2020,222,3,3,56.5,72.7,,,,,,
U4,Vol,2019,101,1,1,56.3,72.5,,,,,,
U4,Vol,2019,101,2,2,56.0,72.1,,,,,,
U4,Vol,2019,101,3,3,56.0,72.1,,,,,,
U4,Vol,2019,104,1,1,54.5,70.1,,,,,,
U4,Vol,2019,104,2,2,54.5,70.1,,,,,,
U4,Vol,2019,104,3,3,54.6,70.3,,,,,,
U4,Vol,2019,105,1,1,55.6,71.6,,,,,,
U4,Vol,2019,105,2,2,55.7,71.7,,,,,,
U4,Vol,2019,105,3,3,55.7,71.7,,,,,,
U4,Vol,2019,106,1,1,50.4,64.9,,,,,,
U4,Vol,2019,106,2,2,50.8,65.4,,,,,,
U4,Vol,2019,106,3,3,50.8,65.4,,,,,,
U4,Vol,2019,107,1,1,50.6,65.1,,,,,,
U4,Vol,2019,107,2,2,50.8,65.4,,,,,,
U4,Vol,2019,107,3,3,50.9,65.5,,,,,,
U4,Vol,2019,108,1,1,52.5,67.6,,,,,,
U4,Vol,2019,108,2,2,52.6,67.7,,,,,,
U4,Vol,2019,108,3,3,52.5,67.6,,,,,,
U4,Vol,2019,109,1,1,51.4,66.2,,,,,,
U4,Vol,2019,109,2,2,51.8,66.7,,,,,,
U4,Vol,2019,109,3,3,52.3,67.3,,,,,,
U4,Vol,2019,110,1,1,52.5,67.6,,,,,,
U4,Vol,2019,110,2,2,52.5,67.6,,,,,,
U4,Vol,2019,110,3,3,52.8,68.0,,,,,,
U4,Vol,2019,111,1,1,53.9,69.4,,,,,,
U4,Vol,2019,111,2,2,53.1,68.3,,,,,,
U4,Vol,2019,111,3,3,53.4,68.7,,,,,,
U4,Vol,2019,112,1,1,52.1,67.1,,,,,,
U4,Vol,2019,112,2,2,51.7,66.5,,,,,,
U4,Vol,2019,112,3,3,52.1,67.1,,,,,,
U4,Vol,2019,113,1,1,53.1,68.3,,,,,,
U4,Vol,2019,113,2,2,52.8,68.0,,,,,,
U4,Vol,2019,113,3,3,53.7,69.1,,,,,,
U4,Vol,2019,114,1,1,52.6,67.7,,,,,,
U4,Vol,2019,114,2,2,52.9,68.1,,,,,,
U4,Vol,2019,114,3,3,53.4,68.7,,,,,,
U4,Vol,2019,115,1,1,54.2,69.8,,,,,,
U4,Vol,2019,115,2,2,54.5,70.1,,,,,,
U4,Vol,2019,115,3,3,54.5,70.1,,,,,,
U4,Vol,2019,116,1,1,50.4,64.9,,,,,,
U4,Vol,2019,116,2,2,50.4,64.9,,,,,,
U4,Vol,2019,116,3,3,50.6,65.1,,,,,,
U4,Vol,2019,117,1,1,50.3,64.7,,,,,,
U4,Vol,2019,117,2,2,50.9,65.5,,,,,,
U4,Vol,2019,117,3,3,51.1,65.8,,,,,,
U4,Vol,2019,118,1,1,52.1,67.1,,,,,,
U4,Vol,2019,118,2,2,52.5,67.6,,,,,,
U4,Vol,2019,118,3,3,52.6,67.7,,,,,,
U4,Vol,2019,119,1,1,45.5,58.6,,,,,,
U4,Vol,2019,119,2,2,45.6,58.7,,,,,,
U4,Vol,2019,119,3,3,45.6,58.7,,,,,,
U4,Vol,2019,120,1,1,52.3,67.3,,,,,,
U4,Vol,2019,120,2,2,53.1,68.3,,,,,,
U4,Vol,2019,120,3,3,52.9,68.1,,,,,,
U4,Vol,2019,201,1,1,55.1,70.9,,,,,,
U4,Vol,2019,201,2,2,55.3,71.2,,,,,,
U4,Vol,2019,201,3,3,55.3,71.2,,,,,,
U4,Vol,2019,202,1,1,56.0,72.1,,,,,,
U4,Vol,2019,202,2,2,56.5,72.7,,,,,,
U4,Vol,2019,202,3,3,55.9,71.9,,,,,,
U4,Vol,2019,203,1,1,56.3,72.5,,,,,,
U4,Vol,2019,203,2,2,56.2,72.3,,,,,,
U4,Vol,2019,203,3,3,56.5,72.7,,,,,,
U4,Vol,2019,204,1,1,56.5,72.7,,,,,,
U4,Vol,2019,204,2,2,56.3,72.5,,,,,,
U4,Vol,2019,204,3,3,56.6,72.8,,,,,,
U4,Vol,2019,205,1,1,55.6,71.6,,,,,,
U4,Vol,2019,205,2,2,55.3,71.2,,,,,,
U4,Vol,2019,205,3,3,55.9,71.9,,,,,,
U4,Vol,2019,206,1,1,52.8,68.0,,,,,,
U4,Vol,2019,206,2,2,52.6,67.7,,,,,,
U4,Vol,2019,206,3,3,52.3,67.3,,,,,,
U4,Vol,2019,207,1,1,.,.,,,,,,
U4,Vol,2019,207,2,2,.,.,,,,,,
U4,Vol,2019,207,3,3,.,.,,,,,,
U4,Vol,2019,208,1,1,50.9,65.5,,,,,,
U4,Vol,2019,208,2,2,51.8,66.7,,,,,,
U4,Vol,2019,208,3,3,51.2,65.9,,,,,,
U4,Vol,2019,209,1,1,51.4,66.2,,,,,,
U4,Vol,2019,209,2,2,51.4,66.2,,,,,,
U4,Vol,2019,209,3,3,51.7,66.5,,,,,,
U4,Vol,2019,210,1,1,49.9,64.2,,,,,,
U4,Vol,2019,210,2,2,50.1,64.5,,,,,,
U4,Vol,2019,210,3,3,49.4,63.6,,,,,,
U4,Vol,2019,211,1,1,51.2,65.9,,,,,,
U4,Vol,2019,211,2,2,51.8,66.7,,,,,,
U4,Vol,2019,211,3,3,51.8,66.7,,,,,,
U4,Vol,2019,212,1,1,51.2,65.9,,,,,,
U4,Vol,2019,212,2,2,52.0,66.9,,,,,,
U4,Vol,2019,212,3,3,52.3,67.3,,,,,,
U4,Vol,2019,213,1,1,54.0,69.5,,,,,,
U4,Vol,2019,213,2,2,53.5,68.9,,,,,,
U4,Vol,2019,213,3,3,53.5,68.9,,,,,,
U4,Vol,2019,214,1,1,50.3,64.7,,,,,,
U4,Vol,2019,214,2,2,50.6,65.1,,,,,,
U4,Vol,2019,214,3,3,50.3,64.7,,,,,,
U4,Vol,2019,216,1,1,51.5,66.3,,,,,,
U4,Vol,2019,216,2,2,50.6,65.1,,,,,,
U4,Vol,2019,216,3,3,50.8,65.4,,,,,,
U4,Vol,2019,217,1,1,55.6,71.6,,,,,,
U4,Vol,2019,217,2,2,54.5,70.1,,,,,,
U4,Vol,2019,217,3,3,54.8,70.5,,,,,,
U4,Vol,2019,218,1,1,54.2,69.8,,,,,,
U4,Vol,2019,218,2,2,54.0,69.5,,,,,,
U4,Vol,2019,218,3,3,54.3,69.9,,,,,,
U4,Vol,2019,219,1,1,52.1,67.1,,,,,,
U4,Vol,2019,219,2,2,52.5,67.6,,,,,,
U4,Vol,2019,219,3,3,52.0,66.9,,,,,,
U4,Vol,2019,301,1,1,55.1,70.9,,,,,,
U4,Vol,2019,301,2,2,54.8,70.5,,,,,,
U4,Vol,2019,301,3,3,55.4,71.3,,,,,,
U4,Vol,2019,304,1,1,55.1,70.9,,,,,,
U4,Vol,2019,304,2,2,55.3,71.2,,,,,,
U4,Vol,2019,304,3,3,55.1,70.9,,,,,,
U4,Vol,2019,305,1,1,54.9,70.7,,,,,,
U4,Vol,2019,305,2,2,54.9,70.7,,,,,,
U4,Vol,2019,305,3,3,54.6,70.3,,,,,,
U4,Vol,2019,306,1,1,51.7,66.5,,,,,,
U4,Vol,2019,306,2,2,52.0,66.9,,,,,,
U4,Vol,2019,306,3,3,52.6,67.7,,,,,,
U4,Vol,2019,308,1,1,51.2,65.9,,,,,,
U4,Vol,2019,308,2,2,51.4,66.2,,,,,,
U4,Vol,2019,308,3,3,50.9,65.5,,,,,,
U4,Vol,2019,309,1,1,51.4,66.2,,,,,,
U4,Vol,2019,309,2,2,52.0,66.9,,,,,,
U4,Vol,2019,309,3,3,51.7,66.5,,,,,,
U4,Vol,2019,310,1,1,52.3,67.3,,,,,,
U4,Vol,2019,310,2,2,53.2,68.5,,,,,,
U4,Vol,2019,310,3,3,52.0,66.9,,,,,,
U4,Vol,2019,311,1,1,52.0,66.9,,,,,,
U4,Vol,2019,311,2,2,52.0,66.9,,,,,,
U4,Vol,2019,311,3,3,52.5,67.6,,,,,,
U4,Vol,2019,312,1,1,53.7,69.1,,,,,,
U4,Vol,2019,312,2,2,53.5,68.9,,,,,,
U4,Vol,2019,312,3,3,52.9,68.1,,,,,,
U4,Vol,2019,313,1,1,50.3,64.7,,,,,,
U4,Vol,2019,313,2,2,50.4,64.9,,,,,,
U4,Vol,2019,313,3,3,50.6,65.1,,,,,,
U4,Vol,2019,314,1,1,52.0,66.9,,,,,,
U4,Vol,2019,314,2,2,51.7,66.5,,,,,,
U4,Vol,2019,314,3,3,51.8,66.7,,,,,,
U4,Vol,2019,315,1,1,53.1,68.3,,,,,,
U4,Vol,2019,315,2,2,53.2,68.5,,,,,,
U4,Vol,2019,315,3,3,53.2,68.5,,,,,,
U4,Vol,2019,316,1,1,52.5,67.6,,,,,,
U4,Vol,2019,316,2,2,52.9,68.1,,,,,,
U4,Vol,2019,316,3,3,52.3,67.3,,,,,,
U4,Vol,2019,317,1,1,47.2,60.7,,,,,,
U4,Vol,2019,317,2,2,48.3,62.2,,,,,,
U4,Vol,2019,317,3,3,47.6,61.3,,,,,,
U4,Vol,2019,318,1,1,51.5,66.3,,,,,,
U4,Vol,2019,318,2,2,51.8,66.7,,,,,,
U4,Vol,2019,318,3,3,51.8,66.7,,,,,,
U4,Vol,2019,320,1,1,52.6,67.7,,,,,,
U4,Vol,2019,320,2,2,52.3,67.3,,,,,,
U4,Vol,2019,320,3,3,52.8,68.0,,,,,,
U5,Vol,2019,103,1,1,54.9,70.7,,,,,,
U5,Vol,2019,103,2,2,55.1,70.9,,,,,,
U5,Vol,2019,103,3,3,55.3,71.2,,,,,,
U5,Vol,2019,104,1,1,53.1,68.3,,,,,,
U5,Vol,2019,104,2,2,52.8,68.0,,,,,,
U5,Vol,2019,104,3,3,53.5,68.9,,,,,,
U5,Vol,2019,105,1,1,55.3,71.2,,,,,,
U5,Vol,2019,105,2,2,54.3,69.9,,,,,,
U5,Vol,2019,105,3,3,54.5,70.1,,,,,,
U5,Vol,2019,106,1,1,53.9,69.4,,,,,,
U5,Vol,2019,106,2,2,54.6,70.3,,,,,,
U5,Vol,2019,106,3,3,54.3,69.9,,,,,,
U5,Vol,2019,107,1,1,52.3,67.3,,,,,,
U5,Vol,2019,107,2,2,52.8,68.0,,,,,,
U5,Vol,2019,107,3,3,52.5,67.6,,,,,,
U5,Vol,2019,108,1,1,53.5,68.9,,,,,,
U5,Vol,2019,108,2,2,53.1,68.3,,,,,,
U5,Vol,2019,108,3,3,53.5,68.9,,,,,,
U5,Vol,2019,109,1,1,54.2,69.8,,,,,,
U5,Vol,2019,109,2,2,53.2,68.5,,,,,,
U5,Vol,2019,109,3,3,53.5,68.9,,,,,,
U5,Vol,2019,110,1,1,54.5,70.1,,,,,,
U5,Vol,2019,110,2,2,53.5,68.9,,,,,,
U5,Vol,2019,110,3,3,53.7,69.1,,,,,,
U5,Vol,2019,111,1,1,52.8,68.0,,,,,,
U5,Vol,2019,111,2,2,52.6,67.7,,,,,,
U5,Vol,2019,111,3,3,52.5,67.6,,,,,,
U5,Vol,2019,112,1,1,54.5,70.1,,,,,,
U5,Vol,2019,112,2,2,54.5,70.1,,,,,,
U5,Vol,2019,112,3,3,55.1,70.9,,,,,,
U5,Vol,2019,113,1,1,54.9,70.7,,,,,,
U5,Vol,2019,113,2,2,54.6,70.3,,,,,,
U5,Vol,2019,113,3,3,54.6,70.3,,,,,,
U5,Vol,2019,114,1,1,54.5,70.1,,,,,,
U5,Vol,2019,114,2,2,54.8,70.5,,,,,,
U5,Vol,2019,114,3,3,54.6,70.3,,,,,,
U5,Vol,2019,116,1,1,52.9,68.1,,,,,,
U5,Vol,2019,116,2,2,53.2,68.5,,,,,,
U5,Vol,2019,116,3,3,53.4,68.7,,,,,,
U5,Vol,2019,117,1,1,53.5,68.9,,,,,,
U5,Vol,2019,117,2,2,53.4,68.7,,,,,,
U5,Vol,2019,117,3,3,53.1,68.3,,,,,,
U5,Vol,2019,118,1,1,53.1,68.3,,,,,,
U5,Vol,2019,118,2,2,52.3,67.3,,,,,,
U5,Vol,2019,118,3,3,52.9,68.1,,,,,,
U5,Vol,2019,119,1,1,54.9,70.7,,,,,,
U5,Vol,2019,119,2,2,54.2,69.8,,,,,,
U5,Vol,2019,119,3,3,54.5,70.1,,,,,,
U5,Vol,2019,120,1,1,52.5,67.6,,,,,,
U5,Vol,2019,120,2,2,52.6,67.7,,,,,,
U5,Vol,2019,120,3,3,52.8,68.0,,,,,,
U5,Vol,2019,121,1,1,50.1,64.5,,,,,,
U5,Vol,2019,121,2,2,50.3,64.7,,,,,,
U5,Vol,2019,121,3,3,50.6,65.1,,,,,,
U5,Vol,2019,122,1,1,54.9,70.7,,,,,,
U5,Vol,2019,122,2,2,54.8,70.5,,,,,,
U5,Vol,2019,122,3,3,54.8,70.5,,,,,,
U5,Vol,2019,123,1,1,53.2,68.5,,,,,,
U5,Vol,2019,123,2,2,52.8,68.0,,,,,,
U5,Vol,2019,123,3,3,53.2,68.5,,,,,,
U5,Vol,2019,124,1,1,53.2,68.5,,,,,,
U5,Vol,2019,124,2,2,53.1,68.3,,,,,,
U5,Vol,2019,124,3,3,53.2,68.5,,,,,,
U5,Vol,2019,125,1,1,52.1,67.1,,,,,,
U5,Vol,2019,125,2,2,52.5,67.6,,,,,,
U5,Vol,2019,125,3,3,52.6,67.7,,,,,,
U5,Vol,2019,126,1,1,54.6,70.3,,,,,,
U5,Vol,2019,126,2,2,54.0,69.5,,,,,,
U5,Vol,2019,126,3,3,54.5,70.1,,,,,,
U5,Vol,2019,127,1,1,56.3,72.5,,,,,,
U5,Vol,2019,127,2,2,55.6,71.6,,,,,,
U5,Vol,2019,127,3,3,55.9,71.9,,,,,,
U5,Vol,2019,128,1,1,52.1,67.1,,,,,,
U5,Vol,2019,128,2,2,51.8,66.7,,,,,,
U5,Vol,2019,128,3,3,52.0,66.9,,,,,,
U5,Vol,2019,129,1,1,52.0,66.9,,,,,,
U5,Vol,2019,129,2,2,51.8,66.7,,,,,,
U5,Vol,2019,129,3,3,53.7,69.1,,,,,,
U5,Vol,2019,130,1,1,52.8,68.0,,,,,,
U5,Vol,2019,130,2,2,52.8,68.0,,,,,,
U5,Vol,2019,130,3,3,52.8,68.0,,,,,,
U5,Vol,2019,131,1,1,51.5,66.3,,,,,,
U5,Vol,2019,131,2,2,51.5,66.3,,,,,,
U5,Vol,2019,131,3,3,51.1,65.8,,,,,,
U5,Vol,2019,132,1,1,52.8,68.0,,,,,,
U5,Vol,2019,132,2,2,53.7,69.1,,,,,,
U5,Vol,2019,132,3,3,53.4,68.7,,,,,,
U5,Vol,2019,201,1,1,52.3,67.3,,,,,,
U5,Vol,2019,201,2,2,52.1,67.1,,,,,,
U5,Vol,2019,201,3,3,52.1,67.1,,,,,,
U5,Vol,2019,202,1,1,52.1,67.1,,,,,,
U5,Vol,2019,202,2,2,52.9,68.1,,,,,,
U5,Vol,2019,202,3,3,52.8,68.0,,,,,,
U5,Vol,2019,203,1,1,53.5,68.9,,,,,,
U5,Vol,2019,203,2,2,54.5,70.1,,,,,,
U5,Vol,2019,203,3,3,53.5,68.9,,,,,,
U5,Vol,2019,204,1,1,52.5,67.6,,,,,,
U5,Vol,2019,204,2,2,52.5,67.6,,,,,,
U5,Vol,2019,204,3,3,52.6,67.7,,,,,,
U5,Vol,2019,205,1,1,52.8,68.0,,,,,,
U5,Vol,2019,205,2,2,50.8,65.4,,,,,,
U5,Vol,2019,205,3,3,50.8,65.4,,,,,,
U5,Vol,2019,206,1,1,53.2,68.5,,,,,,
U5,Vol,2019,206,2,2,53.7,69.1,,,,,,
U5,Vol,2019,206,3,3,53.9,69.4,,,,,,
U5,Vol,2019,207,1,1,53.8,69.2,,,,,,
U5,Vol,2019,207,2,2,53.1,68.3,,,,,,
U5,Vol,2019,207,3,3,53.8,69.2,,,,,,
U5,Vol,2019,208,1,1,54.6,70.3,,,,,,
U5,Vol,2019,208,2,2,54.3,69.9,,,,,,
